reference_ri,compound_name,source_database,source_record_id,inchikey,plant_source,literature_reference,column_name,stationary_phase,index_type,instrument_type,spectrum_available,source_file,method_notes
1519.0,methyl biphenyl (4-),MoNA Volatile FiehnLib,FiehnLibVolatile0190,ZZLCFHIKESPLTH-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1521.0,cis-calamenene,RI_Library,RI_Library.csv:412,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1523.0,d-cadinene,RI_Library,RI_Library.csv:413,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1523.0,d-cadinene,RI_Library,RI_Library.csv:414,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1524.0,tridecanal,MoNA Volatile FiehnLib,FiehnLibVolatile0161,BGEHHAVMRVXCGR-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1524.0,d-cadinene,RI_Library,RI_Library.csv:415,,CHPU4,"Tellez et. al., Journal of Essential Oils Research 10, 201 (Mar/Apr 1998).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1524.0,d-cadinene,RI_Library,RI_Library.csv:416,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1525.0,eugenyl acetate,RI_Library,RI_Library.csv:417,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1530.0,sesquiphellandrene (beta-),MoNA Volatile FiehnLib,FiehnLibVolatile0130,PHWISBHSBNDZDX-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1532.0,C12 FAME,MoNA Volatile FiehnLib,FiehnLibVolatile0012,UQDUPQYQJKYHQI-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1532.0,"cadina-1,4-diene",RI_Library,RI_Library.csv:418,,CHPU4,"Tellez et. al., Journal of Essential Oils Research 10, 201 (Mar/Apr 1998).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1532.0,"cadina-1,4-diene",RI_Library,RI_Library.csv:419,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1533.0,"cadina-1,4-diene1",RI_Library,RI_Library.csv:420,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1538.0,a-cadinene,RI_Library,RI_Library.csv:421,,CHPU4,"Tellez et. al., Journal of Essential Oils Research 10, 201 (Mar/Apr 1998).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1538.0,a-cadinene,RI_Library,RI_Library.csv:422,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1538.0,a-cadinene,RI_Library,RI_Library.csv:423,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1542.0,a-cadinene,RI_Library,RI_Library.csv:424,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1542.0,"selina-3,7(11)-diene",RI_Library,RI_Library.csv:425,,CHPU4,"Tellez et. al., Journal of Essential Oils Research 10, 201 (Mar/Apr 1998).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1543.0,a-calacorene,RI_Library,RI_Library.csv:426,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1548.0,cadinene (delta-),MoNA Volatile FiehnLib,FiehnLibVolatile0122,FUCYIEXQVQJBKY-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1548.0,elemol,RI_Library,RI_Library.csv:427,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1549.0,elemol,RI_Library,RI_Library.csv:428,,KOSP,current study,,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1551.0,elemol,RI_Library,RI_Library.csv:429,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1552.0,elemicin,RI_Library,RI_Library.csv:430,,ANCA,"Medina et. al, Journal of Agricultural and Food Chemistry 53 (2005) 8694.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1555.0,calamenene (cis-),MoNA Volatile FiehnLib,FiehnLibVolatile0146,PGTJIOWQJWHTJJ-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1557.0,germacrene B,RI_Library,RI_Library.csv:431,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1557.0,gerrnacrene B,RI_Library,RI_Library.csv:432,,CHPU4,"Tellez et. al., Journal of Essential Oils Research 10, 201 (Mar/Apr 1998).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1562.0,(E)-nerolidol,RI_Library,RI_Library.csv:433,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1564.0,β-calacorene,RI_Library,RI_Library.csv:434,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1565.0,(E)-nerolidol,RI_Library,RI_Library.csv:435,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1566.0,dodecanoic acid,MoNA Volatile FiehnLib,FiehnLibVolatile0202,POULHZVOKOAJMA-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1571.0,thymohydroquinone,MoNA Volatile FiehnLib,FiehnLibVolatile0140,OQIOHYHRGZNZCW-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1574.0,prenopsan-8-ol,RI_Library,RI_Library.csv:436,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1575.0,germacrene D-4-ol,RI_Library,RI_Library.csv:437,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1576.0,spathulenol,RI_Library,RI_Library.csv:438,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1576.0,spathulenol,RI_Library,RI_Library.csv:439,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1577.0,himachalene epoxide,RI_Library,RI_Library.csv:440,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1578.0,spathulenol,RI_Library,RI_Library.csv:441,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1578.0,spathulenol,RI_Library,RI_Library.csv:442,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1582.0,caryophyllene oxide,RI_Library,RI_Library.csv:443,,ANCA,"Medina et. al, Journal of Agricultural and Food Chemistry 53 (2005) 8694.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1582.0,caryophyllene oxide,RI_Library,RI_Library.csv:444,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1582.0,caryophyllene oxide,RI_Library,RI_Library.csv:445,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1583.0,caryophyllene oxide,RI_Library,RI_Library.csv:446,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1584.0,globulol,RI_Library,RI_Library.csv:447,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1585.0,gleenol,RI_Library,RI_Library.csv:448,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1590.0,viridflorol,RI_Library,RI_Library.csv:449,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1600.0,hexadecane,IPPN-UFRJ measured n-alkane standards,IPPN-STD-C16,,,"Measured C8–C30 n-alkane calibration supplied by Ricardo M Borges, IPPN-UFRJ",DB-5MS,5% phenyl / 95% dimethylpolysiloxane,linear retention index; n-alkane calibration point,GC-MS,not provided,KOVATS_from_MZMine2.53(1).csv,"Known n-alkane standard; measured RT 1910.70 s (31.8450 min). RI 1600 by definition at this calibration point. Same-run calibration, not independent validation of compound identity."
1603.0,ethyl dodecanoate,MoNA Volatile FiehnLib,FiehnLibVolatile0042,MMXKVMNBHPAILY-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1607.0,"propanoic acid, 2-methyl-, 1-(1,1-dimethylethyl)-2-methyl-1,3-propanediyl ester",MoNA Volatile FiehnLib,FiehnLibVolatile0016,LQAPKVCNYIQTER-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1607.0,b-oplopenone,RI_Library,RI_Library.csv:450,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1608.0,humulene epoxide II,RI_Library,RI_Library.csv:451,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1609.0,humulene epoxide II,RI_Library,RI_Library.csv:452,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1610.0,diethyl phthalate,MoNA Volatile FiehnLib,FiehnLibVolatile0049,FLKPEMZONWLCSK-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1611.0,hexadecane,MoNA Volatile FiehnLib,FiehnLibVolatile0043,DCAYPVUWAIABOU-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1612.0,tetradecanal,RI_Library,RI_Library.csv:453,,CEGR,"Lucero et. al.,  Journal of essential oil research (in press).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1612.0,β-himachalene oxide,RI_Library,RI_Library.csv:454,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1619.0,10-epi-gamma-eudesmol,RI_Library,RI_Library.csv:455,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1623.0,silphiperfol-6-en-5-one,RI_Library,RI_Library.csv:456,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1628.0,1-epi-cubenol,RI_Library,RI_Library.csv:457,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1628.0,1-epi-cubenol,RI_Library,RI_Library.csv:458,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1629.0,tetradecanal,MoNA Volatile FiehnLib,FiehnLibVolatile0137,UHUFTBALEZWWIH-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1629.0,1-epi-cubenol,RI_Library,RI_Library.csv:460,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1629.0,eremoligensol,RI_Library,RI_Library.csv:459,,KOSP,current study,,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1631.0,g-eudesmol,RI_Library,RI_Library.csv:461,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1632.0,(Z)-3-hexenyl-phenyl-acetate,RI_Library,RI_Library.csv:462,,CEGR,"Lucero et. al.,  Journal of essential oil research (in press).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1633.0,y-eudesmol,RI_Library,RI_Library.csv:463,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1639.0,hinesol,RI_Library,RI_Library.csv:464,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1640.0,epi-a-cadinol,RI_Library,RI_Library.csv:465,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1641.0,muurolol,RI_Library,RI_Library.csv:466,,KOSP,current study,,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1642.0,cubenol,RI_Library,RI_Library.csv:467,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1642.0,epi-a-muurolol,RI_Library,RI_Library.csv:468,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1643.0,cubenol,RI_Library,RI_Library.csv:469,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1646.0,a-muurolol,RI_Library,RI_Library.csv:470,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1646.0,a-muurolol,RI_Library,RI_Library.csv:471,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1646.0,himachalol,RI_Library,RI_Library.csv:472,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1650.0,β-eudesmol,RI_Library,RI_Library.csv:473,,CEGR,"Lucero et. al.,  Journal of essential oil research (in press).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1650.0,β-eudesmol,RI_Library,RI_Library.csv:474,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1650.0,β-eudesmol,RI_Library,RI_Library.csv:475,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1651.0,β-eudesmol,RI_Library,RI_Library.csv:476,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1651.0,β-eudesmol,RI_Library,RI_Library.csv:477,,KOSP,current study,,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1653.0,a-cadinol,RI_Library,RI_Library.csv:478,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1653.0,a-eudesmol,RI_Library,RI_Library.csv:479,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1653.0,selin-11-en-4alpha-ol,RI_Library,RI_Library.csv:480,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1656.0,neo-intermedeol,RI_Library,RI_Library.csv:481,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1658.0,1-epi-a-eudesmol,RI_Library,RI_Library.csv:482,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1668.0,bulnesol,RI_Library,RI_Library.csv:483,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1668.0,bulnesol,RI_Library,RI_Library.csv:484,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1670.0,methyl dihydrojasmonate (cis),MoNA Volatile FiehnLib,FiehnLibVolatile0205,KVWWIYGFBYDJQC-WDEREUQCSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1672.0,benzophenone,MoNA Volatile FiehnLib,FiehnLibVolatile0064,RWCCWEUUXYIKHB-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1672.0,β-bisabolol,RI_Library,RI_Library.csv:485,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1674.0,cadalene,RI_Library,RI_Library.csv:486,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1675.0,methyl-epi-jasmonate,RI_Library,RI_Library.csv:487,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1682.0,a-bisabolol,RI_Library,RI_Library.csv:488,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1684.0,epi-a-bisabolol,RI_Library,RI_Library.csv:489,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1686.0,8-cedren-13-ol,RI_Library,RI_Library.csv:490,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1692.0,tetradecanol (n),MoNA Volatile FiehnLib,FiehnLibVolatile0172,HLZKNKRTKFSKGZ-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1700.0,heptadecane,IPPN-UFRJ measured n-alkane standards,IPPN-STD-C17,,,"Measured C8–C30 n-alkane calibration supplied by Ricardo M Borges, IPPN-UFRJ",DB-5MS,5% phenyl / 95% dimethylpolysiloxane,linear retention index; n-alkane calibration point,GC-MS,not provided,KOVATS_from_MZMine2.53(1).csv,"Known n-alkane standard; measured RT 2135.40 s (35.5900 min). RI 1700 by definition at this calibration point. Same-run calibration, not independent validation of compound identity."
1700.0,methyl dihydrojasmonate (trans),MoNA Volatile FiehnLib,FiehnLibVolatile0089,KVWWIYGFBYDJQC-QWRGUYRKSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1711.0,heptadecane,MoNA Volatile FiehnLib,FiehnLibVolatile0027,NDJKXXJCMXVBJW-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1719.0,sinensal (beta-),MoNA Volatile FiehnLib,FiehnLibVolatile0123,NOPLRNXKHZRXHT-YFVJMOTDSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1735.0,C14 FAME,MoNA Volatile FiehnLib,FiehnLibVolatile0006,ZAZKJZBWRNNLDS-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1735.0,oplopanone,RI_Library,RI_Library.csv:491,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1747.0,6S-7R-bisabolone,RI_Library,RI_Library.csv:492,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1749.0,xanthorrizol,RI_Library,RI_Library.csv:493,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
